# angle_deg distance_mm
94.641 555.250
101.641 579.750
102.844 589.250
104.203 603.500
145.969 1640.250
183.531 196.250
267.938 485.500
269.281 490.500
275.391 1919.250
276.781 1890.250
280.297 931.250
281.766 944.000
283.109 966.500
286.141 792.500
287.609 787.500
294.766 2239.000
313.109 202.750
334.562 558.750
335.859 557.500
337.375 557.000
340.750 2735.500
346.578 1864.250
347.938 1828.750
349.391 1804.250
350.766 1784.000
352.188 1766.500
353.562 1746.000
355.000 1723.000
356.328 1734.000
5.906 2219.000
8.719 2211.750
10.109 2199.500
11.516 2190.750
12.891 2188.000
14.281 2187.750
15.703 2183.500
17.078 2180.500
18.484 2179.000
19.891 2176.500
21.266 2177.250
22.625 2180.250
24.047 2182.500
28.219 2190.750
29.594 2198.250
31.000 2207.500
32.391 2220.000
33.750 2236.250
35.234 2254.250
36.625 2273.750
38.016 2291.000
39.375 2306.000
40.812 2329.500
42.156 2357.750
43.578 2383.250
44.984 2366.500
51.906 2586.500
53.297 2619.250
57.141 900.500
58.516 886.750
60.016 886.750
61.406 896.500
81.844 590.500
83.297 579.250
84.609 571.000
85.969 565.500
87.562 561.500
88.922 557.000
90.422 554.000
91.719 553.250
93.062 553.750
94.562 555.000
101.422 579.250
102.656 588.000
103.953 601.250
121.688 2631.000
145.797 1647.000
254.359 200.000
276.703 1891.250
280.234 929.500
281.656 940.000
283.016 964.000
286.078 791.750
287.609 786.500
288.922 802.000
311.656 205.250
313.062 203.000
334.422 559.500
335.781 558.250
337.219 557.000
340.719 2735.250
346.547 1864.500
347.969 1828.750
349.344 1804.000
350.797 1784.000
352.141 1766.500
353.609 1745.750
355.016 1722.500
356.391 1734.000
5.969 2219.000
8.734 2212.000
10.172 2199.500
11.562 2190.000
15.750 2182.000
17.125 2178.000
18.531 2177.750
19.906 2176.250
21.312 2176.750
22.719 2179.500
24.125 2182.000
28.312 2190.250
29.688 2198.000
31.078 2207.500
32.469 2219.750
33.875 2236.000
35.344 2254.250
36.703 2274.000
38.078 2291.000
39.500 2308.000
40.875 2333.000
42.281 2360.750
43.688 2385.000
52.031 2587.000
53.406 2619.000
57.344 900.250
58.656 887.500
60.141 887.000
61.531 897.000
82.016 588.750
83.297 578.500
84.859 570.500
86.141 564.250
87.656 560.000
89.094 556.250
90.562 554.000
91.922 552.750
93.281 553.250
94.734 555.000
101.562 579.750
102.859 589.250
104.312 603.500
145.938 1640.500
183.484 196.250
268.141 486.000
269.438 490.750
275.594 1912.250
276.969 1885.500
280.594 928.000
284.953 805.500
286.422 789.750
287.891 786.250
295.047 2241.250
312.000 204.500
313.391 202.250
333.469 559.750
334.859 559.000
336.141 557.750
341.109 2726.250
342.562 2729.750
346.938 1853.000
348.359 1823.250
349.781 1800.500
351.188 1779.750
352.578 1761.250
354.000 1739.750
355.422 1717.000
3.641 2023.000
9.203 2212.500
12.000 2190.250
16.188 2181.500
17.531 2178.000
18.984 2177.250
20.344 2176.500
21.734 2178.250
23.156 2181.000
24.531 2184.000
28.750 2190.750
30.125 2201.000
31.516 2213.250
32.922 2227.000
34.312 2242.750
35.734 2260.750
37.094 2278.750
38.531 2296.250
39.922 2314.500
41.312 2338.000
42.672 2367.000
44.125 2390.000
52.453 2597.250
57.672 894.000
59.062 889.000
60.469 891.500
61.922 905.250
80.984 599.500
82.516 585.750
83.938 576.500
85.219 568.250
86.750 562.500
88.188 558.500
89.641 555.500
90.906 553.750
92.453 553.500
93.859 553.500
95.094 555.250
102.078 583.000
103.438 593.000
104.766 608.250
119.656 2307.750
145.031 1661.750
175.625 225.000
183.984 196.750
267.188 485.000
269.797 493.750
276.156 1903.500
279.656 937.750
281.109 937.500
282.500 960.000
285.516 800.000
287.016 786.500
288.328 791.500
312.500 205.000
313.891 200.250
333.828 560.000
335.391 558.750
336.672 557.750
341.672 2706.750
343.062 2680.750
347.500 1837.500
348.875 1810.500
350.297 1791.000
351.750 1772.500
353.156 1750.750
354.562 1727.500
355.969 1720.500
9.719 2202.500
12.516 2187.250
13.922 2183.000
15.312 2180.500
16.703 2178.250
18.094 2178.250
19.500 2177.500
20.891 2176.750
22.266 2179.500
23.688 2181.000
27.859 2189.500
29.266 2197.500
30.656 2204.750
32.062 2215.750
33.422 2231.000
34.875 2247.500
36.250 2267.000
37.641 2285.000
39.000 2301.750
40.406 2322.250
41.812 2346.500
43.203 2374.000
44.578 2399.000
52.922 2608.500
58.266 889.500
59.641 887.250
61.016 893.000
81.641 593.500
83.016 581.250
84.328 572.500
85.906 566.250
87.312 561.750
88.734 557.500
90.109 554.500
91.359 553.250
92.891 553.500
94.234 554.250
95.734 555.000
101.016 577.250
102.469 586.000
103.781 598.750
121.484 2647.750
122.906 2648.250
145.531 1650.500
254.281 200.000
275.266 1921.500
276.656 1891.000
280.328 929.500
281.578 940.000
283.016 964.250
286.078 791.500
287.562 786.250
288.828 801.500
311.656 205.250
313.047 203.000
334.469 558.750
335.797 558.000
337.266 557.500
340.812 2725.000
342.250 2719.000
346.672 1859.750
348.047 1826.500
349.453 1804.000
350.844 1784.000
352.266 1766.250
353.672 1745.250
355.094 1722.250
356.453 1738.500
8.859 2208.500
10.266 2196.000
11.672 2191.250
17.219 2177.500
18.625 2176.500
20.016 2177.250
21.438 2178.750
22.812 2179.500
24.234 2181.750
28.391 2190.250
29.781 2198.750
31.188 2210.000
32.594 2221.500
33.969 2236.000
35.453 2254.000
36.844 2273.750
38.219 2292.250
39.641 2309.250
41.016 2332.500
42.453 2360.250
43.812 2385.750
52.188 2588.500
53.547 2623.500
57.516 898.500
58.812 888.000
60.266 888.000
61.688 899.250
82.203 587.750
83.531 577.750
85.016 569.500
86.484 563.750
87.844 559.750
89.219 556.000
90.797 553.750
92.188 552.750
93.531 553.000
94.766 555.000
101.703 580.500
103.172 590.000
104.500 605.000
119.422 2315.750
124.953 2569.750
144.828 1673.750
146.219 1638.500
175.172 225.500
183.781 196.000
269.656 492.250
275.906 1903.500
277.281 1887.750
280.859 934.750
282.141 959.750
285.312 802.500
286.750 786.750
288.188 789.250
295.312 2245.500
312.312 205.250
313.719 200.250
335.219 558.750
336.562 557.750
341.516 2715.000
342.922 2693.750
344.328 2665.000
347.297 1840.750
348.734 1815.500
350.172 1793.500
351.531 1773.500
352.969 1755.250
354.375 1734.000
355.766 1719.250
6.750 2219.500
9.547 2200.750
12.375 2188.250
13.781 2184.000
15.141 2180.750
16.531 2179.500
17.938 2178.250
19.344 2177.500
20.719 2178.000
22.141 2178.750
23.562 2181.250
24.938 2157.250
26.328 2158.500
27.750 2188.000
29.125 2196.250
30.500 2203.500
31.922 2214.500
33.281 2229.500
34.797 2246.000
36.188 2266.500
37.578 2285.000
38.953 2302.000
40.375 2322.250
41.766 2346.500
43.156 2373.500
44.547 2398.000
52.906 2608.250
58.156 889.750
59.688 887.250
61.031 892.750
81.672 593.500
83.047 581.250
84.375 572.500
85.703 566.250
87.250 561.500
88.656 557.500
90.203 554.500
91.406 553.000
92.844 553.500
94.297 554.250
95.531 554.750
101.156 577.250
102.562 586.000
103.844 598.750
121.516 2649.250
122.938 2650.000
145.656 1649.750
267.984 484.250
276.734 1891.000
280.359 930.750
281.672 943.750
283.078 966.250
286.281 791.500
287.609 787.500
294.812 2237.250
311.484 205.500
312.219 202.750
334.438 558.750
335.906 558.000
337.266 558.000
340.844 2725.000
342.266 2735.000
346.734 1860.250
348.078 1825.750
349.516 1803.000
350.906 1783.750
352.328 1764.250
353.719 1741.750
355.172 1720.750
356.516 1738.500
8.953 2211.250
10.312 2204.250
17.328 2178.250
18.750 2176.500
20.109 2177.250
21.500 2179.250
22.891 2180.000
24.328 2181.750
28.469 2191.750
29.906 2198.750
31.266 2210.000
32.688 2221.500
34.047 2236.500
35.531 2255.500
36.891 2275.000
38.281 2292.250
39.719 2309.000
41.109 2332.750
42.484 2361.500
43.875 2387.000
53.656 2622.750
57.531 896.750
58.875 888.250
60.375 888.500
61.625 899.500
82.125 587.750
83.578 577.750
85.141 569.500
86.422 563.500
88.000 559.500
89.266 555.750
90.719 553.750
92.109 552.750
93.438 553.000
94.844 555.000
101.922 581.250
103.062 591.250
104.375 605.750
144.859 1668.500
146.312 1639.250
175.438 225.500
183.531 196.000
269.562 492.250
275.875 1903.500
277.234 1887.500
280.844 934.750
282.141 960.000
285.328 802.500
286.828 786.750
288.094 789.000
295.281 2245.500
312.250 204.500
313.641 201.000
334.953 558.250
336.422 557.500
341.375 2708.750
342.734 2699.750
347.172 1845.500
348.609 1816.500
350.047 1796.250
351.438 1777.250
352.844 1757.250
354.234 1734.750
355.672 1716.000
6.641 2221.250
9.438 2201.750
12.234 2188.750
13.656 2183.500
15.047 2180.750
16.406 2179.500
17.844 2178.750
19.234 2176.500
20.641 2176.000
22.016 2178.250
23.406 2181.000
24.797 2183.000
26.188 2184.500
27.625 2187.750
28.984 2194.500
30.422 2202.500
31.812 2214.250
33.188 2229.000
34.578 2244.750
36.031 2264.750
37.422 2283.000
38.828 2298.500
40.234 2318.500
41.609 2344.500
43.000 2371.000
44.375 2394.000
52.734 2603.250
54.141 2637.000
58.000 890.500
59.375 888.000
60.859 891.500
81.297 595.250
82.828 582.750
84.297 573.750
85.750 566.750
87.047 562.000
88.391 558.250
89.812 555.000
91.375 553.000
92.766 553.500
94.016 554.000
95.328 559.000
99.719 568.250
100.938 576.500
102.312 585.000
103.719 596.750
121.375 2643.000
122.781 2640.250
124.156 2636.250
126.969 2698.500
145.469 1650.250
175.406 224.250
252.797 200.500
254.188 200.750
276.531 1892.750
280.109 931.250
281.453 939.000
282.828 959.000
286.031 792.750
287.484 786.750
312.109 203.250
334.281 559.250
335.797 558.250
337.125 557.000
340.703 2735.250
346.547 1864.750
347.922 1828.750
349.391 1804.000
350.781 1783.750
352.156 1766.250
353.609 1745.250
354.969 1722.250
356.344 1734.000
6.000 2219.000
8.812 2211.500
10.188 2199.500
11.562 2190.500
15.750 2182.000
17.141 2177.750
18.547 2177.750
19.922 2176.250
21.359 2176.750
22.719 2179.250
24.125 2181.750
28.312 2190.250
29.719 2198.000
31.094 2207.250
32.516 2219.750
33.875 2235.750
35.344 2253.500
36.750 2273.250
38.141 2290.750
39.531 2308.250
40.922 2332.750
42.344 2360.250
43.703 2385.250
52.062 2587.500
53.453 2619.250
57.312 898.750
58.812 887.250
60.250 887.500
61.578 897.500
82.094 587.750
83.500 577.750
85.016 569.250
86.562 563.500
87.812 559.500
89.297 555.750
90.812 553.750
92.078 552.750
93.391 553.000
94.859 555.000
101.734 581.000
103.078 590.500
104.391 605.000
119.438 2314.500
126.359 2625.250
144.812 1668.750
146.219 1638.250
175.484 224.750
183.859 196.250
237.375 132.750
269.734 495.750
275.984 1902.500
280.953 935.250
282.266 958.750
285.469 801.750
286.859 786.750
295.391 2237.000
312.375 205.250
313.766 200.250
335.281 558.500
336.688 557.500
341.578 2705.750
342.984 2685.500
344.375 2664.250
347.391 1838.500
348.844 1812.750
350.250 1793.250
351.641 1773.250
353.016 1751.500
354.438 1728.000
355.844 1717.000
6.828 2217.500
9.641 2201.000
12.422 2188.250
13.812 2183.750
15.172 2180.750
16.578 2179.500
18.016 2178.500
19.406 2177.250
20.797 2177.750
22.172 2179.250
23.578 2181.500
24.984 2155.500
26.359 2156.750
27.750 2189.000
29.141 2197.000
30.562 2203.500
31.922 2214.250
33.312 2230.250
34.766 2246.750
36.172 2265.750
37.547 2284.500
38.969 2301.500
40.375 2322.000
41.766 2346.750
43.125 2373.750
44.547 2398.000
52.906 2608.000
58.203 890.000
59.594 887.250
60.922 892.750
81.484 593.500
83.016 581.250
84.312 572.500
85.734 566.250
87.203 561.500
88.656 557.500
89.906 554.500
91.312 553.000
92.938 553.500
94.156 554.250
95.500 556.500
99.734 566.000
101.062 577.250
102.391 585.250
103.672 597.000
121.453 2648.250
122.859 2649.500
124.281 2609.000
145.594 1650.000
254.375 200.000
276.719 1890.750
280.281 929.000
281.578 940.000
283.031 964.250
286.094 791.250
287.594 786.250
288.844 801.500
311.672 205.500
313.078 203.000
334.500 558.750
335.891 558.000
337.406 557.500
340.812 2728.000
342.234 2723.250
346.688 1860.500
348.062 1826.500
349.484 1803.750
350.844 1784.000
352.281 1766.250
353.656 1744.750
355.047 1721.750
356.422 1738.000
8.828 2208.750
10.234 2195.750
11.609 2190.750
17.234 2177.500
18.625 2176.750
20.000 2177.000
21.406 2178.500
22.781 2179.250
24.219 2181.500
28.391 2190.000
29.797 2198.500
31.188 2209.500
32.547 2221.000
33.938 2235.500
35.469 2253.500
36.828 2273.500
38.219 2292.000
39.609 2309.500
41.000 2333.000
42.422 2360.250
43.797 2385.500
52.141 2588.500
53.531 2620.500
57.391 898.500
58.891 888.250
60.203 888.250
61.578 899.000
82.172 587.750
83.531 577.750
84.891 569.250
86.391 563.500
87.844 559.750
89.250 556.000
90.594 553.750
91.922 552.750
93.438 553.000
94.734 555.000
101.672 580.000
102.969 590.000
104.344 605.000
119.375 2313.750
144.812 1669.500
146.219 1638.250
175.422 225.500
183.781 195.750
269.594 492.250
275.938 1902.500
277.281 1886.500
280.906 935.000
282.219 958.500
285.359 802.250
286.734 786.500
288.219 789.000
295.344 2245.500
312.281 205.250
313.688 200.250
335.016 558.250
336.438 557.500
341.422 2702.500
342.812 2693.750
347.203 1845.500
348.625 1816.750
350.016 1796.250
351.422 1777.000
352.828 1757.250
354.234 1734.500
355.656 1715.750
6.656 2221.250
9.438 2201.750
12.219 2188.750
13.609 2183.500
15.016 2180.500
16.391 2179.000
17.781 2178.500
19.203 2176.500
20.625 2176.250
22.016 2178.500
23.422 2181.000
24.797 2183.000
27.594 2187.500
28.969 2194.250
30.359 2202.500
31.750 2214.250
33.141 2229.000
34.531 2245.500
36.000 2264.250
37.406 2281.750
38.781 2298.500
40.172 2318.500
41.578 2344.250
42.969 2370.500
44.375 2393.250
52.703 2603.500
58.047 892.250
59.406 887.750
60.719 891.500
81.188 595.250
82.641 582.750
84.141 574.250
85.516 567.000
86.859 561.750
88.359 558.000
89.797 554.750
91.281 553.000
92.516 553.500
94.094 554.000
95.469 557.250
102.281 584.250
103.594 595.250
104.766 611.500
124.047 2646.000
125.438 2618.250
126.828 2626.500
145.297 1651.500
175.328 224.750
270.125 491.750
276.406 1897.000
279.906 932.750
282.672 961.750
285.750 796.500
287.250 786.500
288.578 797.000
312.344 203.000
314.156 200.750
315.547 200.500
334.125 560.000
335.609 558.500
337.047 558.500
346.250 1864.000
347.703 1838.000
349.109 1809.500
350.500 1788.000
351.891 1770.750
353.266 1749.000
354.688 1725.250
356.062 1726.500
7.078 2218.500
9.859 2202.000
11.281 2187.500
12.688 2184.250
14.078 2183.750
15.453 2180.000
16.859 2176.750
18.250 2177.750
19.672 2177.000
21.062 2178.000
22.469 2180.500
23.859 2181.250
28.031 2190.500
29.453 2195.500
30.844 2204.250
32.203 2218.000
33.609 2234.000
35.016 2251.500
36.453 2269.250
37.828 2286.750
39.188 2304.500
40.609 2328.000
42.016 2352.750
43.359 2377.000
44.750 2402.750
53.094 2612.500
56.984 905.250
58.469 888.250
59.766 886.500
61.188 893.500
81.594 591.750
83.094 580.000
84.516 571.250
86.000 565.500
87.469 561.250
88.844 557.000
90.234 554.000
91.703 553.000
93.031 553.750
94.547 554.750
101.234 578.750
102.688 587.750
104.062 601.000
121.750 2630.500
145.719 1647.000
183.609 196.000
266.562 483.000
268.156 485.500
269.438 490.250
275.562 1913.000
276.906 1886.750
280.562 932.250
281.828 949.000
284.906 804.500
286.328 790.000
287.859 786.250
294.984 2240.250
311.906 204.500
312.484 202.750
333.359 559.500
334.797 559.000
336.266 557.750
341.047 2726.500
342.484 2729.750
346.922 1852.750
348.344 1823.250
349.750 1800.500
351.172 1780.250
352.531 1761.750
354.000 1739.500
355.406 1716.500
3.625 2020.750
9.203 2212.250
11.953 2189.750
16.125 2181.750
17.516 2178.250
18.953 2178.250
20.344 2177.750
21.719 2178.500
23.125 2181.000
24.531 2183.750
28.703 2191.000
30.109 2201.250
31.484 2213.250
32.875 2227.000
34.281 2242.500
35.703 2260.250
37.078 2278.500
38.484 2296.250
39.891 2314.250
41.297 2337.750
42.641 2366.750
44.062 2390.750
52.391 2597.250
57.656 894.250
59.047 889.250
60.516 891.500
61.938 905.000
81.125 599.500
82.531 585.750
84.000 576.250
85.281 568.000
86.844 562.250
88.094 558.500
89.531 555.250
91.047 553.500
92.469 553.250
93.750 553.500
95.109 555.000
101.938 582.750
103.297 593.000
104.609 608.250
119.672 2307.250
145.062 1661.500
175.953 224.750
253.781 198.000
276.125 1903.250
279.719 937.500
281.016 937.250
282.484 960.000
285.547 799.750
287.047 786.250
288.328 791.250
311.719 205.000
313.078 200.250
333.891 560.000
335.344 558.500
336.719 557.500
341.656 2705.750
343.047 2683.000
347.500 1838.000
348.875 1810.750
350.297 1791.000
351.672 1772.750
353.094 1751.500
354.500 1727.750
355.906 1720.250
6.891 2230.500
9.688 2202.750
12.469 2187.500
13.891 2183.250
15.250 2180.750
16.672 2178.500
18.062 2178.250
19.453 2178.250
20.828 2177.750
22.234 2179.500
23.609 2180.750
27.797 2189.000
29.203 2197.250
30.578 2204.000
32.016 2214.500
33.375 2230.500
34.844 2247.000
36.234 2266.500
37.641 2284.750
39.016 2301.500
40.453 2322.000
41.828 2346.750
43.219 2374.000
44.625 2401.250
52.938 2608.250
58.188 889.000
59.688 886.750
61.047 892.750
81.578 592.500
82.953 581.000
84.469 572.250
85.922 566.250
87.344 561.500
88.594 557.500
90.016 554.500
91.484 553.000
92.984 553.500
94.219 554.250
95.562 554.250
101.141 577.250
102.578 586.000
103.844 598.750
105.141 616.750
121.484 2648.500
122.906 2649.500
145.562 1649.250
252.625 200.000
254.266 200.750
276.531 1893.000
280.125 931.250
281.516 938.750
282.828 958.500
285.938 792.750
287.469 786.500
311.531 205.250
312.922 203.000
334.469 559.000
335.781 558.000
337.188 556.750
340.641 2735.500
346.531 1865.250
347.859 1829.500
349.250 1804.750
350.719 1784.000
352.062 1766.000
353.516 1747.000
354.891 1723.750
356.281 1733.250
5.859 2218.250
8.656 2212.750
10.094 2197.500
11.469 2187.750
12.859 2187.000
14.234 2185.250
15.641 2181.500
17.062 2180.500
18.422 2178.750
19.828 2176.000
21.219 2177.000
22.609 2180.250
24.016 2182.250
28.219 2190.500
29.578 2198.000
30.984 2207.000
32.359 2219.500
33.750 2236.500
35.219 2254.250
36.641 2273.500
38.031 2290.750
39.406 2307.750
40.812 2331.000
42.188 2357.250
43.609 2382.750
53.312 2618.500
57.203 900.250
58.641 887.250
60.031 887.000
61.391 896.000
81.922 589.500
83.453 578.750
84.641 570.250
86.203 565.000
87.703 561.250
88.969 556.750
90.328 554.000
91.859 553.000
93.141 553.750
94.547 555.000
101.375 579.500
102.859 588.250
104.062 601.250
144.406 1687.000
145.828 1647.000
276.672 1890.500
280.250 929.000
281.562 940.250
282.953 964.500
286.094 791.000
287.484 786.000
288.859 801.250
310.828 205.250
313.016 203.000
314.406 201.250
334.516 559.250
335.938 558.000
337.172 556.750
340.719 2736.250
346.531 1865.250
347.938 1828.750
349.297 1804.000
350.750 1784.000
352.156 1766.250
353.531 1747.000
354.922 1723.750
356.328 1733.000
5.906 2219.000
8.688 2213.750
10.094 2198.250
11.516 2187.750
12.906 2187.000
14.312 2187.250
15.703 2183.250
17.078 2180.250
18.484 2178.500
19.906 2175.750
21.250 2176.750
22.688 2180.250
24.047 2181.750
28.219 2190.250
29.625 2197.250
31.031 2206.250
32.422 2219.500
33.812 2236.250
35.250 2254.250
36.641 2273.500
38.031 2290.750
39.438 2307.250
40.828 2330.250
42.234 2356.750
43.578 2382.250
53.344 2618.000
57.188 900.500
58.641 887.000
60.016 887.250
61.438 896.500
80.484 606.250
81.953 590.000
83.297 578.750
84.828 570.250
86.250 565.000
87.484 561.000
88.969 556.750
90.375 554.000
91.922 553.000
93.188 553.500
94.453 555.000
101.484 579.500
102.672 588.250
104.031 601.500
