# angle_deg distance_mm
270.297 491.500
276.406 1895.500
280.047 932.750
282.766 961.000
285.891 794.500
287.203 785.000
288.625 796.750
312.828 202.750
314.219 200.500
334.203 559.250
335.656 557.750
337.016 555.750
346.391 1869.750
347.781 1833.750
349.219 1806.250
350.641 1786.750
351.984 1769.000
353.406 1747.750
354.859 1723.250
356.203 1729.500
5.812 2216.500
10.016 2206.250
11.438 2187.000
12.828 2185.750
14.234 2184.750
15.625 2182.000
17.031 2180.250
18.438 2178.750
19.797 2177.250
21.188 2178.500
22.625 2181.000
24.016 2182.000
28.203 2190.250
29.578 2196.750
31.000 2206.000
32.375 2219.000
33.781 2235.750
35.250 2254.000
36.641 2272.750
38.047 2290.000
39.406 2306.500
40.844 2330.000
42.219 2356.500
43.625 2381.750
46.953 1232.250
48.438 1226.500
49.781 1223.250
51.203 1226.500
52.609 1232.500
54.000 1243.000
57.219 900.000
58.734 887.000
60.031 886.500
61.484 896.750
81.906 588.750
83.547 577.750
84.891 569.750
86.312 564.500
87.672 560.250
89.047 556.000
90.547 553.500
91.906 552.500
93.453 553.000
94.750 555.000
101.641 580.250
102.938 590.000
104.406 604.000
123.469 2648.500
146.141 1638.000
176.750 229.750
236.828 140.250
266.734 484.000
268.141 488.000
269.469 492.250
275.812 1907.250
277.188 1887.000
280.812 934.500
282.094 958.500
285.234 801.500
286.641 786.000
288.125 786.750
295.234 2245.750
312.203 204.250
335.125 557.750
336.547 557.250
341.328 2712.750
342.734 2705.750
347.203 1847.250
348.578 1818.500
350.031 1795.750
