# angle_deg distance_mm
95.234 671.250
96.734 672.500
98.016 675.000
99.594 676.750
100.922 679.000
102.469 683.250
103.766 687.000
105.234 690.750
106.781 695.000
108.109 700.000
109.562 704.750
110.953 711.000
112.297 717.500
113.859 724.750
115.266 733.000
116.578 741.000
118.125 750.000
119.500 760.000
120.766 771.000
122.250 781.000
123.734 792.000
125.047 806.000
126.438 819.250
127.875 833.250
129.297 849.250
130.719 866.000
132.016 882.500
133.500 901.250
134.875 921.500
136.219 943.500
137.703 965.750
140.609 893.000
175.625 2021.750
181.297 2232.750
182.766 2219.750
184.172 2203.500
185.641 2189.000
187.062 2178.000
188.531 2161.250
194.125 2620.750
195.578 2618.750
196.984 2622.500
198.422 2627.750
199.859 2633.500
201.312 2641.500
202.734 2647.000
204.172 2654.000
205.609 2636.000
224.359 184.000
230.609 168.000
232.047 165.500
233.469 163.500
234.922 162.000
236.359 160.750
237.781 159.500
239.234 158.750
240.656 158.250
242.094 158.500
243.531 159.750
244.953 161.250
246.406 162.750
247.844 163.750
249.266 165.500
253.578 168.500
255.031 171.000
255.953 172.250
257.391 174.000
258.891 175.500
260.344 176.750
277.312 324.750
280.578 288.250
282.188 285.500
293.312 230.250
330.266 517.750
331.609 527.000
332.938 539.750
334.453 550.750
340.016 293.250
342.125 284.500
342.906 276.750
344.312 272.000
345.547 270.250
348.125 271.250
349.031 274.750
356.625 470.000
357.906 472.250
359.391 475.000
4.938 488.500
6.531 480.500
7.906 474.750
9.391 472.500
11.031 473.750
12.109 477.250
26.828 834.500
28.219 836.500
29.641 832.750
31.078 827.000
32.641 827.750
34.047 832.500
35.391 839.250
36.891 840.750
38.281 842.000
39.734 845.750
41.234 851.500
45.391 936.000
46.891 912.000
48.297 890.750
49.750 874.750
51.266 856.250
52.828 838.750
54.250 825.000
55.766 809.750
57.234 795.000
58.719 782.500
60.188 772.250
61.750 762.250
63.109 752.500
64.547 743.250
66.094 734.000
67.578 726.250
68.938 719.000
70.453 711.750
71.859 705.750
73.469 700.250
74.828 695.500
76.250 691.750
77.766 687.000
79.219 682.750
80.562 679.500
82.156 677.000
83.500 673.750
84.906 670.500
86.422 669.000
87.938 667.750
89.250 667.500
90.844 667.250
92.234 666.500
93.547 666.500
94.984 667.500
96.422 668.500
97.906 671.250
99.312 674.750
100.906 677.500
102.156 680.000
103.781 683.250
105.188 687.000
106.609 690.500
108.047 695.750
109.250 701.000
110.672 706.750
112.203 713.750
113.594 720.750
115.047 728.250
116.422 736.500
117.875 744.750
119.250 754.500
120.750 764.500
122.031 774.250
123.531 785.500
124.891 798.500
126.281 812.250
127.703 826.500
129.203 842.500
130.453 859.000
131.859 876.500
133.312 894.000
134.672 914.000
136.094 934.750
137.422 956.000
140.469 892.250
145.828 1128.000
175.438 2012.500
181.094 2232.250
182.531 2219.000
184.000 2203.500
185.438 2189.750
186.859 2171.250
188.281 2158.250
193.938 2620.750
195.375 2620.500
196.828 2620.500
198.219 2627.750
199.672 2626.750
201.078 2632.000
202.547 2647.000
203.969 2654.250
205.391 2633.500
212.734 431.250
230.359 166.750
231.797 164.250
233.234 162.500
234.672 160.750
236.109 159.000
237.547 157.750
238.969 157.000
240.406 156.250
241.844 156.250
243.281 156.750
244.719 157.500
255.688 171.750
257.125 173.500
258.625 175.250
260.078 177.000
261.500 177.500
277.391 323.250
278.453 328.000
281.641 287.750
292.953 231.250
313.000 452.250
321.688 467.250
322.969 473.750
328.453 508.250
330.000 516.500
331.516 525.750
332.703 539.250
334.234 552.250
340.891 282.500
342.859 275.250
344.375 270.500
345.531 269.000
346.938 270.500
349.219 273.500
356.344 471.500
357.656 473.250
359.141 477.000
3.234 486.500
5.047 489.500
6.188 482.000
7.969 478.250
9.109 475.750
10.672 476.000
11.984 479.750
26.641 835.000
28.000 836.250
29.531 831.500
31.047 825.500
32.375 829.000
33.859 832.750
35.359 836.750
36.750 837.500
38.172 837.250
39.672 841.250
45.219 916.500
48.250 868.250
49.672 855.500
51.234 838.000
52.672 822.250
54.188 807.500
55.672 792.500
57.016 779.500
58.625 767.750
60.109 755.500
61.516 744.750
62.953 735.750
64.562 727.250
65.922 719.750
67.516 712.000
68.859 704.250
70.391 698.250
71.812 692.000
73.297 686.250
74.656 681.250
76.281 676.250
80.547 664.000
82.000 661.000
83.469 659.250
84.953 656.500
86.250 656.000
87.844 655.250
89.297 652.750
90.609 652.750
92.094 653.750
93.547 654.250
95.078 655.000
96.406 656.000
97.844 657.750
99.266 659.500
100.703 661.750
102.234 665.250
103.672 668.500
105.094 672.500
106.500 676.500
107.938 681.250
109.188 687.750
110.719 693.250
112.078 698.750
113.547 706.000
114.812 714.750
116.250 723.000
117.797 730.500
119.156 738.500
120.500 748.500
122.047 760.250
123.375 771.500
124.766 782.750
126.156 795.500
127.594 810.500
129.016 825.250
130.344 840.750
131.812 858.000
133.219 876.500
134.547 895.000
135.984 916.000
137.375 938.500
140.344 894.500
147.156 1144.000
179.516 2245.500
180.922 2234.500
182.344 2217.500
183.812 2198.250
185.234 2187.250
186.688 2173.000
188.125 2156.750
193.719 2616.750
195.141 2618.750
196.578 2615.000
198.016 2622.500
199.453 2628.250
200.875 2629.500
202.297 2642.750
203.750 2655.000
205.188 2633.000
212.250 430.250
231.547 163.000
232.984 161.000
234.422 159.000
235.844 157.750
237.281 157.000
238.703 156.250
240.141 155.500
241.578 155.250
243.000 155.250
244.438 155.250
245.859 155.500
247.297 156.500
278.094 325.250
312.438 451.750
314.078 454.750
315.281 455.750
316.953 456.250
318.125 457.750
319.625 461.750
320.953 467.250
322.312 473.500
323.734 479.500
325.234 486.500
326.797 492.750
328.156 500.750
329.453 511.500
330.828 518.500
332.281 528.250
333.703 541.500
341.266 281.000
343.109 273.500
343.922 268.500
345.156 267.250
346.375 267.500
355.750 471.250
357.234 473.250
358.688 476.750
4.234 497.250
5.641 486.500
7.328 478.250
8.672 474.750
10.000 475.250
11.422 477.750
25.938 835.250
27.359 835.750
28.938 830.000
30.297 823.750
31.734 827.750
33.203 831.750
34.547 837.500
36.062 840.250
37.562 842.250
39.062 845.750
40.500 848.000
46.141 923.750
47.562 903.500
49.062 883.750
50.547 865.250
52.047 848.250
53.438 831.750
54.891 817.250
56.344 803.500
57.906 789.750
59.328 778.250
60.875 767.500
62.328 756.500
63.844 747.250
65.328 738.250
66.719 730.500
68.172 724.250
69.797 717.500
71.250 709.500
72.562 702.750
74.016 698.250
78.469 689.750
80.047 681.250
81.469 678.500
82.875 676.500
84.156 672.750
85.703 670.000
87.234 667.000
88.578 666.500
90.078 667.250
91.469 666.000
93.000 666.500
94.406 668.000
95.812 669.500
97.188 670.250
98.766 671.750
100.062 674.750
101.641 677.500
102.984 681.500
104.500 685.000
105.875 688.250
107.250 694.000
108.578 698.750
109.938 703.500
111.438 710.500
112.953 717.750
114.281 725.000
115.766 732.250
117.172 739.000
118.500 748.500
119.859 759.500
121.406 769.750
122.688 780.750
124.141 792.250
125.500 805.750
126.922 819.500
128.328 833.500
129.734 849.750
131.156 865.750
132.531 882.000
134.000 902.000
135.359 922.500
136.734 944.000
139.719 894.750
146.609 1145.250
180.391 2239.250
181.828 2222.000
183.250 2206.500
184.703 2189.750
186.156 2177.250
187.562 2163.750
193.203 2605.750
194.625 2619.250
196.062 2620.750
197.516 2621.750
198.938 2613.750
203.250 2630.000
204.656 2658.000
206.125 2643.250
223.375 182.500
231.047 164.000
232.500 161.250
233.922 159.500
235.344 158.000
236.781 157.250
238.203 156.500
239.641 155.500
241.062 155.250
242.500 155.000
244.562 155.000
245.359 155.250
246.797 155.500
248.234 156.250
276.328 321.500
277.750 324.000
278.703 327.750
282.750 288.250
313.328 454.500
314.734 455.750
316.281 457.000
317.625 458.000
319.000 460.500
320.438 464.750
321.938 470.250
323.312 476.750
324.547 483.500
325.984 490.000
327.562 496.250
328.875 506.250
330.250 516.250
331.562 526.500
332.875 539.250
339.797 282.250
341.547 274.250
343.891 268.000
344.453 265.000
345.594 264.500
347.000 266.500
356.234 474.000
357.781 475.750
5.031 489.500
6.453 481.750
7.844 477.000
9.344 474.500
10.766 476.000
12.078 481.250
25.156 841.000
26.516 833.000
28.062 836.000
29.531 831.500
30.891 825.750
32.281 829.000
33.719 835.500
35.156 839.500
36.734 840.500
38.266 843.250
39.594 844.250
45.203 945.250
46.734 923.250
48.250 901.500
49.750 882.500
51.219 868.000
52.672 850.750
54.031 832.750
55.531 819.500
57.062 806.250
58.609 791.500
60.031 780.500
61.453 771.250
63.016 761.750
64.469 752.500
66.000 743.250
67.469 735.750
68.938 729.250
70.375 723.250
71.875 717.500
73.344 711.500
77.688 701.500
79.016 692.750
80.641 688.500
82.016 685.750
83.469 684.250
84.766 682.750
86.312 681.500
87.750 678.000
89.203 677.000
90.641 678.750
92.125 679.500
93.469 679.500
94.891 679.250
96.406 681.500
97.906 683.000
99.172 684.500
100.781 687.000
102.047 689.250
103.594 692.000
105.047 696.750
106.344 701.750
107.750 706.250
109.203 711.750
110.625 718.500
112.156 725.000
113.469 731.500
115.000 738.500
116.281 747.000
117.688 757.250
119.172 765.750
120.578 774.250
122.062 786.000
123.453 798.250
124.844 810.500
126.266 823.000
127.609 836.750
129.078 853.250
130.438 869.750
131.891 886.500
133.297 905.250
134.594 925.250
136.078 946.750
137.516 968.750
140.422 894.000
145.844 1140.250
179.609 2244.000
181.016 2233.250
182.484 2218.250
183.922 2203.250
185.344 2189.750
186.797 2171.750
188.203 2158.000
193.844 2618.750
195.250 2620.000
196.703 2619.250
200.969 2629.750
202.438 2644.500
203.859 2654.000
205.297 2632.500
212.312 432.250
222.578 182.250
230.250 164.000
231.688 162.000
233.109 160.000
234.531 158.000
235.953 157.250
237.391 156.250
238.828 155.250
240.250 155.000
241.688 155.000
243.125 155.000
244.547 154.750
245.984 154.750
247.406 155.000
248.828 156.000
250.266 156.750
276.375 323.000
278.062 325.250
279.594 329.000
283.484 285.250
312.484 453.000
314.188 454.750
315.453 456.250
317.078 457.750
318.312 458.750
319.578 462.000
321.016 466.750
322.531 471.750
323.812 479.000
325.250 487.250
326.562 492.000
327.953 499.500
329.516 510.250
330.812 517.750
332.250 526.250
333.547 539.750
341.516 275.250
343.219 268.250
344.578 264.000
345.281 262.750
346.641 263.500
348.500 265.500
356.984 475.000
358.359 478.250
359.797 484.000
0.953 494.500
2.562 503.500
5.625 484.000
7.062 479.500
8.516 476.000
9.688 475.750
11.344 478.500
25.719 838.000
27.172 835.500
28.578 827.500
30.141 819.500
31.438 821.000
32.906 826.250
34.422 831.750
35.953 833.500
37.344 835.250
38.688 838.500
40.219 842.000
45.781 934.750
47.266 914.250
48.797 893.250
50.203 874.500
51.672 859.250
53.234 842.250
54.750 827.000
56.141 814.000
57.578 800.500
59.109 787.500
60.500 776.250
62.016 766.250
63.453 756.500
64.984 748.250
66.453 740.500
67.969 733.500
69.391 726.500
70.797 719.250
72.281 713.500
73.672 707.500
75.250 701.750
76.594 697.250
78.188 693.500
79.656 690.500
81.016 688.250
82.547 686.250
83.875 683.750
85.328 682.000
86.781 680.500
88.266 677.750
89.672 678.250
91.094 678.750
92.531 678.500
94.000 681.000
95.422 682.250
96.891 682.750
98.234 685.000
99.844 687.250
101.250 689.750
102.578 693.500
104.047 697.750
105.578 701.750
107.000 706.750
108.375 712.000
109.656 718.250
111.062 725.750
112.641 731.500
113.906 738.250
115.453 746.500
116.844 755.500
118.219 764.750
119.656 774.000
121.000 784.500
122.547 796.250
123.891 809.000
125.297 821.250
126.656 834.250
128.078 851.500
129.578 868.250
130.984 883.500
132.266 903.000
133.719 922.250
135.078 941.750
136.453 963.750
140.938 891.000
169.000 1435.250
175.859 2040.000
180.125 2243.000
181.547 2231.500
182.984 2214.500
184.438 2197.250
185.875 2185.500
187.297 2174.000
188.766 2158.750
194.359 2620.500
195.797 2621.250
197.219 2622.500
198.688 2624.250
200.078 2632.500
201.547 2643.000
202.953 2650.000
204.422 2657.750
205.844 2640.750
230.797 161.750
232.219 159.250
233.656 157.500
235.406 156.250
236.500 155.250
237.922 155.000
239.359 154.750
240.766 154.500
242.234 153.750
243.641 153.500
245.062 154.000
246.531 154.000
247.953 154.500
249.391 155.000
250.828 155.750
252.500 157.000
277.578 323.750
278.359 324.500
280.297 328.500
313.000 454.750
314.469 455.750
316.172 456.750
317.328 457.750
318.906 460.250
320.094 463.250
321.766 467.000
323.141 472.000
324.391 480.000
325.703 485.250
327.281 490.500
328.625 500.000
330.109 510.000
331.359 519.000
332.672 529.000
340.219 274.750
341.047 267.500
343.000 262.000
345.469 259.750
345.812 259.750
348.078 260.750
355.938 477.500
357.312 478.500
358.812 483.000
3.141 491.000
4.562 494.500
6.203 486.250
7.562 477.750
8.953 476.250
10.281 478.000
11.766 481.750
26.203 837.500
27.734 828.250
29.172 818.500
30.609 819.000
32.031 822.250
33.547 824.500
34.859 821.750
36.453 819.750
37.938 823.500
39.234 828.500
44.812 947.750
46.359 933.250
47.750 912.500
49.312 892.500
50.750 873.500
52.234 857.000
53.734 844.000
55.094 829.500
56.672 815.250
58.141 801.000
59.547 788.000
61.078 778.750
62.500 769.250
64.016 759.750
65.406 751.250
66.969 742.250
68.453 735.000
69.812 729.000
71.219 723.000
72.828 717.250
77.109 707.750
78.594 698.750
79.984 695.250
81.484 692.500
83.016 689.750
84.297 687.500
85.812 686.250
87.156 685.250
88.688 684.500
90.188 684.500
91.547 684.250
92.953 684.750
94.375 685.750
95.984 686.500
97.328 688.000
98.844 689.500
100.172 691.250
101.609 694.500
103.094 698.250
104.547 701.750
105.922 706.750
107.328 712.000
108.781 717.500
110.062 724.750
111.562 731.000
113.000 737.000
114.438 744.500
115.859 753.000
117.156 762.250
118.609 771.000
120.000 780.750
121.500 792.000
122.859 804.500
124.219 818.000
125.766 830.500
127.078 844.500
128.531 861.250
129.922 877.500
131.391 894.250
132.734 913.750
134.109 932.750
135.422 953.000
136.938 977.500
139.891 894.250
145.266 1151.750
180.531 2238.250
182.000 2222.000
183.438 2206.250
184.844 2191.500
186.312 2176.750
187.734 2159.250
193.391 2607.000
194.781 2618.500
196.234 2624.250
197.703 2616.000
199.109 2620.000
200.516 2638.250
201.969 2644.500
203.422 2651.250
204.875 2660.250
206.297 2648.000
212.203 437.500
222.141 181.750
226.938 162.500
228.375 164.000
229.812 162.750
231.250 160.500
232.688 158.500
234.125 157.000
235.500 155.750
236.938 155.000
238.375 154.500
240.422 154.500
241.203 154.250
242.656 153.500
244.062 153.000
245.500 153.250
246.953 153.750
248.375 154.500
249.812 155.000
251.250 156.000
252.672 157.250
277.375 323.750
279.156 325.750
303.391 245.500
313.734 455.750
315.203 456.250
316.562 457.000
318.016 459.250
319.219 461.500
320.641 464.500
322.078 470.000
323.406 477.000
324.969 481.750
326.234 486.250
327.750 493.000
329.016 503.250
330.516 514.000
331.781 521.000
340.875 272.000
342.250 265.250
343.562 261.000
344.781 259.750
347.312 260.250
347.531 261.750
356.641 477.000
357.766 479.250
4.984 488.250
6.484 481.500
8.016 477.750
9.562 476.750
11.031 477.250
12.203 483.500
23.938 841.250
25.297 829.500
26.828 818.750
28.281 814.750
29.609 817.000
31.125 824.500
32.547 830.250
34.031 824.000
35.469 816.000
36.828 816.750
38.422 810.750
43.859 952.750
45.266 951.000
46.750 931.750
48.219 912.250
49.672 891.250
51.141 874.250
52.656 857.250
54.172 839.000
55.656 825.250
57.156 812.500
58.594 799.750
60.156 787.750
61.469 777.500
62.953 768.250
64.500 759.000
66.000 750.250
67.312 741.500
68.828 734.000
70.375 728.000
71.766 721.250
73.281 715.000
74.688 709.750
76.234 705.750
77.625 701.000
79.109 694.750
80.547 691.750
82.078 690.750
83.375 688.750
84.875 686.500
86.188 684.000
87.797 683.500
89.250 683.500
90.656 682.500
92.125 682.500
93.500 683.000
94.953 684.500
96.406 686.250
97.734 687.500
99.203 688.500
100.641 690.750
102.031 694.500
103.469 698.000
104.938 701.750
106.328 705.250
107.875 710.250
109.188 717.000
110.484 723.500
112.062 730.500
113.469 737.000
114.875 744.500
116.312 753.000
117.750 761.000
119.109 770.250
120.484 780.250
121.953 791.000
123.297 802.500
124.797 815.750
126.109 829.000
127.609 843.000
128.922 860.000
130.406 875.500
131.656 892.250
133.078 912.750
134.531 931.500
135.969 951.250
137.328 974.750
140.281 893.750
145.719 1145.250
179.500 2242.750
180.938 2233.000
182.375 2217.500
183.812 2202.250
185.234 2190.000
186.672 2174.000
188.125 2157.000
193.719 2615.500
195.188 2619.000
196.609 2617.000
200.906 2624.500
202.312 2642.000
203.766 2655.000
205.188 2661.500
222.438 179.750
230.109 161.750
231.547 159.250
232.984 157.500
234.406 156.000
235.844 155.250
237.281 155.000
238.703 154.000
240.141 153.250
241.531 152.750
242.969 152.250
244.812 152.250
245.578 152.750
247.297 153.000
248.734 154.000
250.156 155.000
251.578 155.500
253.016 156.750
276.297 326.000
277.859 325.000
279.672 325.250
304.984 244.750
313.625 455.750
315.250 456.250
316.844 457.250
318.016 459.000
319.469 461.000
320.938 465.250
322.422 471.000
323.719 477.500
325.078 481.500
326.328 485.750
327.891 493.500
329.062 504.250
330.500 515.000
331.953 524.500
341.516 270.250
342.828 263.500
344.234 260.000
344.859 259.000
346.812 259.750
348.203 262.000
356.547 476.750
357.953 479.250
5.125 486.750
6.594 481.750
8.297 477.000
9.641 476.250
11.047 478.000
12.406 484.500
21.078 837.500
22.625 826.000
24.016 817.250
25.375 818.750
26.812 825.000
32.344 963.000
33.703 958.500
35.250 955.750
36.625 960.000
38.141 962.750
39.625 955.250
41.078 948.250
42.453 945.500
43.844 950.000
45.375 950.500
46.797 934.500
48.266 914.500
49.703 895.500
51.250 876.500
52.688 857.750
54.188 841.500
55.656 827.750
57.141 814.750
58.500 802.250
60.016 789.250
61.469 780.000
63.062 770.000
64.547 759.250
65.891 750.500
67.391 741.750
68.938 734.500
70.328 728.500
71.734 721.750
73.141 715.500
74.750 710.000
76.109 705.750
77.562 701.000
79.078 697.250
80.438 694.250
81.859 691.000
83.375 688.750
84.828 686.500
86.297 684.000
87.688 684.000
89.125 684.250
90.578 682.750
92.016 682.750
93.375 683.250
94.828 684.500
96.250 686.250
97.656 687.500
99.109 688.750
100.562 690.750
101.953 694.500
103.406 697.750
104.781 701.500
106.312 705.500
107.594 710.500
109.031 717.000
110.562 723.250
111.875 730.250
113.375 736.750
114.672 744.250
116.203 752.500
117.500 760.750
118.938 769.750
120.375 778.750
121.781 789.500
123.141 801.000
124.516 814.000
125.984 827.250
127.391 841.250
128.844 857.750
130.250 872.750
131.672 889.750
132.938 908.500
134.438 926.250
135.812 946.750
137.203 970.000
140.234 893.000
145.484 1141.000
180.734 2234.750
182.156 2218.750
183.578 2200.750
185.016 2188.500
186.438 2173.500
187.922 2156.250
194.922 2616.750
196.359 2614.250
202.078 2632.000
203.500 2652.500
204.922 2661.000
206.375 2665.000
222.188 180.000
228.422 162.000
229.859 161.250
231.297 158.750
233.141 157.250
234.781 156.000
235.594 155.000
237.016 154.000
238.422 153.000
239.844 152.750
241.281 152.500
242.719 152.000
244.141 151.750
245.562 152.000
247.016 153.000
248.797 153.750
249.906 154.000
251.328 155.000
252.750 156.250
277.469 327.500
279.047 325.750
284.125 290.000
305.172 244.750
306.891 248.500
312.016 452.750
313.453 455.750
314.812 456.250
316.500 456.750
317.719 459.000
319.391 461.500
320.609 464.500
321.922 470.000
323.266 477.000
324.938 483.500
326.359 489.000
327.562 494.250
328.844 503.500
330.219 514.250
331.625 524.750
332.922 538.250
340.078 274.000
342.141 266.750
343.688 262.000
344.500 260.500
346.750 260.750
348.016 262.250
356.391 474.250
357.938 476.500
4.891 489.750
6.328 481.500
7.734 477.750
9.375 475.250
10.578 476.000
12.156 481.250
17.922 828.250
19.359 815.250
20.766 811.250
30.547 979.750
32.016 965.500
33.484 958.500
34.844 954.500
36.359 960.500
37.875 965.500
39.281 958.250
40.750 950.000
42.141 945.750
43.562 946.750
44.984 946.000
46.453 932.750
48.016 912.750
49.391 893.750
50.969 875.000
52.312 856.250
53.859 839.000
55.375 825.000
56.797 812.250
58.328 798.250
59.766 785.250
61.281 774.250
62.750 764.500
64.141 754.500
65.578 745.000
67.000 737.250
68.469 730.250
70.062 723.500
71.500 716.750
72.875 710.250
74.453 703.750
75.781 699.000
77.188 694.500
78.812 690.500
80.203 688.250
81.625 684.250
83.078 681.000
84.438 679.250
85.844 677.000
87.359 675.750
88.766 674.000
90.297 672.250
91.703 672.000
93.094 672.750
94.438 673.500
95.906 674.250
97.359 675.250
98.828 677.250
100.203 680.500
101.766 683.500
103.156 686.000
104.469 689.000
106.031 692.750
107.375 698.250
108.656 704.000
110.078 709.250
111.641 716.000
112.969 723.500
114.469 730.000
115.750 736.500
117.266 744.250
118.719 754.000
119.984 763.750
121.531 773.750
122.812 783.000
124.312 795.250
125.641 810.250
127.094 821.500
128.453 834.000
129.906 852.750
131.328 870.750
132.688 887.000
134.000 906.000
135.438 926.000
136.812 947.500
139.781 894.250
146.531 1145.250
180.266 2240.000
181.688 2224.750
183.141 2209.500
184.562 2192.000
186.016 2178.250
187.484 2164.250
188.891 2161.500
194.500 2619.000
195.922 2621.000
197.328 2621.750
198.766 2624.250
201.625 2635.750
203.094 2649.250
204.547 2657.250
205.938 2664.000
230.875 161.000
232.438 159.000
233.750 157.250
235.172 156.000
236.594 155.250
238.031 154.500
239.438 154.000
240.891 153.750
242.297 153.250
243.719 152.750
245.141 152.750
246.625 153.000
248.047 154.000
249.469 155.000
250.906 155.750
252.344 156.750
253.781 157.750
277.328 324.750
278.484 324.500
280.031 322.250
283.344 290.750
311.719 451.000
312.969 455.000
314.438 456.000
316.094 457.000
317.312 458.000
318.875 460.500
319.969 464.000
321.719 468.250
323.094 474.000
324.203 481.750
325.812 486.250
327.172 492.500
328.344 503.000
329.766 513.500
331.141 521.500
332.672 529.250
339.641 277.750
341.500 270.250
342.516 264.000
344.094 261.500
345.594 261.000
